,X0,X1,X2,X3,X4,X5,X6,X7,target
55,0.376312986,0.102899527,0.701949015,-0.702085172,-0.817049765,0.765585898,0.986346349,-0.840048702,3.31E-13
56,-0.438436758,0.655816729,-0.273700318,-0.604888285,-0.179507752,-0.320000425,-0.274192797,0.223153409,-5.09E-11
57,-0.899572519,0.785838879,0.376150633,0.207729144,0.540142237,0.215417931,-0.468095567,0.951520815,-2.19E-11
58,-0.044222974,-0.51930273,0.937664554,0.984430333,0.444439364,-0.147060079,0.042777048,-0.273102036,3.39E-12
59,-0.142952169,-0.813431937,-0.712980536,0.908098159,-0.639284203,0.675574937,-0.772117582,-0.185844678,1.65E-12
60,0.010106882,-0.003489541,-0.427739016,0.685558814,0.638763043,0.473987698,-0.851700105,-0.652483772,-1.80E-15
61,-0.339043237,0.493156039,-0.711006039,-0.305369422,0.15771378,0.554920514,0.418136198,0.113528949,-2.69E-11
62,-0.733479808,0.484231126,-0.794040026,0.54831221,0.945634443,-0.8293449,0.677479905,0.305742941,-4.66E-12
63,0.465468688,-0.339705966,0.517388765,-0.882582254,0.79490605,0.140697132,0.006177871,-0.549229031,-3.91E-12
64,0.689362585,0.570686331,-0.316696923,0.241804789,-0.513067456,-0.254763624,-0.685435883,0.084903137,2.70E-11
65,0.943188056,0.466664459,-0.5170408,0.284775002,0.532981928,0.937372278,-0.137446473,-0.926250846,2.06E-11
66,-0.422522903,0.322528478,-0.244382949,-0.063320104,-0.270950231,0.653756173,-0.694056589,0.899233841,-2.65E-12
67,-0.966407393,0.230907032,0.423184145,-0.5166923,0.753222057,-0.197947294,-0.974669191,0.182465256,-4.76E-12
68,-0.894519539,-0.488895399,0.841556676,0.560466502,0.497438445,0.118350705,-0.214964903,0.107326581,8.94E-11
69,0.345966293,-0.699213715,-0.851621645,-0.789439561,-0.531348519,0.392852775,-0.947095725,-0.018354419,-9.38E-12
70,-0.928662567,0.783901817,0.907857234,0.436838347,-0.194599059,-0.734585431,0.486250195,-0.285266309,-4.38E-11
71,0.527485964,0.435169329,-0.503141727,0.14466172,-0.548587677,0.242098177,-0.688190581,0.821134474,4.61E-12
72,-0.205375367,-0.853656983,-0.317221082,0.356445966,0.911212305,0.908957787,0.677763733,-0.364683405,7.59E-12
73,-0.106134494,-0.848030305,0.981381698,-0.732340937,-0.446662867,-0.152661552,-0.378014421,0.458936862,1.61E-12
74,0.496621262,-0.147421508,0.144284703,-0.692206364,0.43526597,-0.92797343,0.419571355,0.713829615,-1.85E-12
75,0.202135841,0.831425379,-0.066184141,-0.615571566,-0.351290461,0.40733457,-0.51461475,-0.096936937,1.07E-11
76,-0.530387992,-0.21816198,0.841884267,-0.447283802,-0.099433004,-0.828525604,-0.3716077,-0.627374182,3.42E-12
77,0.661340277,0.228501775,0.997346961,0.930041063,0.406779864,-0.300643737,0.504898301,0.252323609,1.77E-11
78,-0.808403421,-0.996122663,-0.844817156,0.007238064,-0.445714173,-0.929331387,0.285014013,-0.86040015,2.37E-11
79,-0.56365192,0.957420526,-0.618339032,-0.638805887,-0.714510117,0.024568897,-0.717547479,0.322498899,-2.21E-11
80,0.661689022,-0.830232989,-0.38510508,0.495205483,0.801700626,-0.379519838,0.095993332,0.584876257,-1.52E-11
81,-0.008974165,-0.254515995,-0.444414318,0.50758571,-0.633383516,0.276318605,-0.949875317,-0.579531753,8.15E-14
82,0.388775732,0.682389182,0.287615219,0.024865985,-0.030365939,0.31166219,-0.250073688,0.908670071,1.16E-11
83,0.023726323,0.271963061,0.793977986,-0.294505105,-0.096623901,-0.000820425,0.444067042,-0.242821761,2.58E-13
84,0.714550456,-0.340398468,0.143565741,0.230224715,-0.95799513,-0.239493735,0.431656596,-0.484398472,-1.19E-11
85,-0.79225375,-0.713140036,0.593574885,-0.45346615,0.377759537,0.357729317,-0.882924936,0.295146663,1.52E-11
86,-0.518257619,0.696702856,-0.069658752,-0.520417043,0.07873458,-0.715847458,0.821053174,0.942469996,-2.84E-11
87,-0.98902607,-0.69782085,0.001620306,-0.042188331,0.676504212,0.677613596,0.738151757,-0.891519755,1.73E-11
88,-0.407452332,0.876634413,-0.259399484,-0.569719383,-0.92805875,0.582861259,-0.500404121,-0.487648497,-1.00E-11
89,-0.930726076,0.729467277,-0.317849599,-0.600634029,0.219790293,0.632033767,-0.290585209,-0.620602972,-1.26E-10
90,-0.316040344,-0.3661422,-0.604378362,0.40257027,-0.578186228,0.284246197,-0.958828553,0.699706348,1.71E-12
91,0.712507533,-0.906835729,-0.472779677,-0.276152562,0.648041528,0.309192992,-0.518488387,0.908376557,-1.97E-11
92,-0.642201123,0.982432928,-0.022023337,-0.693988292,0.3134167,0.447041569,0.264753238,-0.058333843,-7.34E-11
93,0.53442377,-0.699228941,0.85268309,0.045978324,0.527214203,0.061557235,-0.450164777,-0.108923369,-2.53E-11
94,-0.078653197,0.639808942,0.543516135,-0.192570072,0.524942349,0.640483871,-0.715370846,-0.117656077,-3.68E-12
95,-0.34807692,0.2230799,-0.769903667,0.39405089,-0.123842125,-0.633811881,-0.812164162,-0.445918216,-2.96E-12
96,0.75905638,0.113693332,0.388699902,-0.314494334,0.821357852,-0.471050187,-0.911937463,0.780179859,1.15E-12
97,-0.860122245,0.377797511,-0.518649885,-0.37826246,-0.388501397,0.696402315,0.227917412,0.181117758,-1.81E-11
98,-0.669879833,-0.677627073,0.229106118,0.046179341,0.881740213,-0.129381876,-0.277109296,-0.160982142,2.83E-11
99,0.171949081,0.611627825,-0.91057998,0.337691755,-0.599136159,0.429474529,0.566774194,0.938358641,2.55E-12
100,-0.178246825,0.294395974,-0.548055936,0.722499218,-0.726365333,-0.680564084,0.908529798,0.234350849,-1.69E-12
101,-0.55489571,0.370023846,0.197928525,0.303898351,0.795509101,0.184729525,-0.584448399,0.750527183,-6.32E-12
102,-0.038356864,-0.844139333,-0.525415099,-0.613036005,0.144841582,-0.305766882,0.712659296,0.678268877,1.02E-11
103,0.017527256,0.408800421,-0.226836116,-0.343823067,0.031639481,0.363404677,-0.333136906,-0.954276937,9.38E-13
104,0.778198175,-0.432788295,-0.750006941,-0.515151651,0.278888344,-0.662564726,0.025786344,0.838934134,-1.40E-11
105,0.067904536,0.181763959,-0.167882986,0.983253602,-0.279546494,-0.317746272,0.817454105,-0.125206268,3.72E-13
106,0.936458643,-0.361430251,0.590554361,0.681845328,-0.139414664,0.015973361,0.126969505,0.785326701,-4.85E-11
107,-0.596348172,0.375809354,0.234208188,0.050494566,0.388442396,-0.461714346,-0.266975353,-0.644428793,-1.66E-11
108,0.679938971,0.184197976,0.10917724,0.622403321,-0.091941441,-0.955089465,-0.877919719,0.058872431,4.43E-12
109,0.020672908,-0.638504734,-0.074130136,-0.310008512,-0.221810079,0.078437841,-0.486819041,-0.713377864,-4.47E-12
110,0.216411725,-0.576146072,-0.968526629,0.503943774,-0.404670603,0.664802849,0.670055863,0.904417486,-2.47E-12
111,-0.479761519,-0.538653037,-0.862329944,-0.224432054,0.537938637,0.967197721,-0.547391086,-0.344089833,2.73E-11
112,0.205151633,0.180350847,0.524954571,0.920569889,0.046805467,0.949080333,0.167581836,0.785240348,1.83E-12
113,0.51416632,-0.422255216,0.234192719,0.832263492,0.964468502,-0.65933599,0.042337496,-0.053218714,-4.82E-12
114,-0.621378727,0.251856995,-0.871100355,-0.810562177,-0.918573836,-0.220612816,0.37365186,0.733295928,-1.68E-11
115,0.840120587,0.919304288,-0.261843482,-0.470849126,0.678462174,0.744463325,-0.855400982,-0.838872962,1.07E-09
116,-0.996795864,0.252225363,0.920933995,0.314717893,0.29016337,-0.268568413,0.907349802,-0.641976293,-5.45E-12
117,-0.452975077,0.224698753,-0.511435254,0.438588477,0.432820871,0.648662958,-0.758268073,0.615514529,-2.39E-12
118,-0.90946158,0.043995317,0.955360726,0.548836333,-0.628927433,0.677269534,-0.812230494,0.585294444,-6.98E-13
119,-0.656704296,-0.168200339,-0.051605621,0.908779611,0.851301801,-0.169901397,-0.477961775,-0.08418022,3.48E-12
120,0.562541276,-0.025849232,-0.661350882,-0.784195131,0.899047971,0.147501448,-0.087127391,-0.903254189,-7.79E-13
121,0.746233634,0.507099502,-0.518617895,0.945086318,0.814756604,0.766863243,-0.219028789,0.342969204,1.03E-11
122,-0.205412268,0.009459654,0.743290124,0.994378664,-0.636021986,0.192649156,-0.574402585,-0.809660107,-1.61E-13
123,-0.614445156,-0.348278187,0.418800619,0.263918978,-0.95475736,-0.782180852,-0.58240754,0.705096869,8.34E-12
124,0.337968025,-0.709053608,0.326022603,-0.117500255,0.288763896,-0.679933621,0.655478508,-0.842869624,-4.73E-12
125,0.388885563,-0.246879951,-0.61802133,-0.211441316,0.676875803,-0.63948144,0.132040274,0.046320984,-3.36E-12
126,0.952828618,-0.52214573,-0.989139825,-0.352040719,-0.378294995,0.122954237,-0.736547683,0.160459227,-2.27E-11
127,-0.282300565,0.545042303,0.446177322,0.533814557,-0.37400998,-0.895339207,0.239906011,0.046660544,-3.24E-11
128,0.166699025,0.320985656,0.095316392,0.985990133,0.698286932,-0.982044361,-0.282427325,-0.581577894,9.63E-13
129,0.676097879,-0.229902023,0.355733336,0.86847661,0.126072585,0.732608674,-0.595618244,0.889617172,-3.66E-12
130,-0.117171909,-0.130156254,-0.798136041,-0.92449786,0.22583238,-0.646831343,-0.394897991,-0.576280123,1.26E-12
131,-0.631567641,0.71298803,0.921171733,-0.009823081,0.996516559,0.654161779,-0.078998564,-0.385501887,-2.79E-11
132,0.062923789,-0.055329654,0.494447366,0.419556446,-0.913179722,0.950162117,-0.763927339,0.843411674,-3.83E-14
133,0.174100819,-0.744342082,0.487026476,-0.48725787,-0.985053942,0.118982453,0.889440244,-0.024370849,-2.88E-12
134,0.544746895,0.157459888,0.49931513,0.731640464,0.246402943,-0.9651037,-0.435348892,0.263962055,2.85E-12
135,0.739310346,0.549877544,0.92793211,-0.365025237,0.889764706,-0.806895702,-0.889244895,-0.561628009,5.82E-12
136,0.068599977,0.749060942,0.58404681,-0.421172131,-0.822275935,-0.20012707,0.037334776,-0.876517501,1.54E-12
137,0.548187565,0.512168266,0.270036817,0.076965692,0.869986344,-0.981570623,0.229553344,0.444386525,5.33E-12
138,0.466818522,-0.264003543,0.203296887,0.48513991,0.941328414,-0.701541595,-0.135178476,0.51718016,-2.57E-12
139,-0.60363766,0.28957486,0.40449173,0.804413213,0.983427816,0.292410028,0.143308664,-0.375391846,-1.29E-11
140,-0.517248249,0.472471116,-0.278272428,0.502021004,0.760903248,0.222849122,0.026412808,0.168771247,-1.78E-11
141,-0.994861962,-0.629745618,-0.486964438,-0.862661525,0.917937852,-0.824525027,0.126284342,0.414738866,1.28E-11
142,-0.312306129,-0.796131909,0.580313435,0.477682418,0.123399322,0.292638549,-0.247450705,-0.296191854,3.99E-10
143,0.471804842,-0.351477835,-0.600481323,0.771962644,-0.168396289,0.157916663,-0.758539153,-0.493897019,-5.37E-12
144,-0.410787392,-0.693465196,0.47277397,0.918512519,0.249071128,0.902301411,-0.743601363,0.569182119,8.09E-12
145,-0.155586331,-0.670549349,0.930230227,-0.850963527,-0.900641133,0.19116455,-0.588664406,0.684008704,1.16E-12
146,0.368573443,-0.006060502,0.87668745,-0.880431138,-0.442940907,0.544532267,-0.317345148,0.036878089,-3.56E-14
147,-0.653813038,-0.171050093,0.526287302,-0.55371519,0.963952131,0.492314962,0.14361404,-0.862137726,3.11E-12
148,0.456742005,-0.851371621,-0.47205579,0.966787108,-0.80611448,-0.177265055,-0.528933056,0.01700367,-9.39E-12
149,-0.989506684,0.154349646,-0.380329419,0.641154044,-0.894322197,0.022546958,0.569263949,0.625924187,-5.40E-12
150,-0.024520902,0.514604056,-0.184965823,0.419704658,0.650278445,0.010486901,0.732039133,-0.145715436,-5.45E-13
151,0.519257831,0.518733183,-0.238841314,-0.980379203,0.56401432,0.118348299,0.099865942,0.637475349,1.73E-11
152,-0.177633295,0.809008659,-0.190935933,-0.91518506,0.364685328,0.775706388,0.509286979,-0.763582145,-4.14E-12
153,0.127087957,0.857630955,-0.120964593,0.597244011,0.072944697,-0.344131685,0.524526752,0.685485076,1.02E-11
154,-0.059723892,-0.791616192,-0.008299211,0.404617536,-0.196358422,-0.490181949,0.989881287,-0.804410551,9.07E-13
155,-0.462411704,0.586004509,0.914390937,-0.88211093,0.929582878,0.088031336,-0.87451573,-0.055020168,-3.92E-12
156,0.262019848,-0.463679727,-0.589975215,0.820015557,-0.146823048,0.963525917,-0.302716314,-0.248707284,-2.51E-12
157,0.900017546,-0.612952171,-0.667994591,0.766228058,-0.782815032,0.991093739,-0.19957545,-0.212139711,-7.07E-12
158,-0.879641129,0.740491082,-0.658480184,-0.297349032,0.741647193,-0.522425797,0.566193003,0.41996244,-2.48E-11
159,-0.45813581,-0.798325747,0.186707186,-0.939444041,0.520408101,0.220475294,-0.394559821,0.094229146,1.53E-11
160,-0.286311776,0.516898916,0.198729112,0.095159274,-0.025222312,0.51197774,0.523473518,-0.566404654,-6.64E-12
161,0.51247724,0.67395531,-0.69328468,0.893444296,-0.465509658,-0.080269867,-0.973796077,0.554576712,4.61E-12
162,0.118439387,0.629843987,0.440876738,-0.945001437,0.901509841,0.151854685,-0.640581856,-0.995061594,1.91E-12
163,0.346486947,0.353643265,-0.775265885,0.651532372,-0.963038097,0.467533667,-0.73135186,-0.223731697,1.88E-12
164,0.576667718,-0.918571953,0.160375646,-0.670151125,-0.571833154,-0.070467424,0.060583119,-0.457640132,-2.92E-11
165,0.14318037,0.815347404,-0.236118268,0.411993233,-0.986832085,-0.025228164,0.207761584,0.49180975,5.46E-12
166,0.97423873,0.695306602,0.508978423,-0.909641138,0.713960852,0.770421327,-0.281079548,-0.550196233,2.16E-11
167,-0.28576079,0.388339815,0.623651789,-0.32558793,0.583161723,-0.473184047,0.427287758,0.968212615,-3.21E-12
168,0.373019079,-0.925062386,-0.962852282,-0.552467475,-0.345191507,-0.129439379,-0.332917258,-0.856872193,-4.70E-11
169,-0.175470552,-0.562361362,0.820466519,0.834958466,0.032351718,-0.67400919,0.296818087,-0.028103584,1.09E-11
170,-0.195434989,0.081901424,-0.034741027,-0.412067623,-0.941161769,0.181639335,-0.973590457,0.8715923,-2.22E-13
171,0.566738731,0.115146727,0.401070111,0.553202265,-0.165911882,0.694751376,-0.423502699,-0.883934826,4.46E-12
172,-0.88090939,0.279151835,-0.432002796,0.711609737,0.339053103,-0.259317432,-0.831917053,0.857983116,-3.63E-12
173,0.419690277,0.815512532,0.696265031,0.911894408,0.652815275,-0.850477911,-0.999364139,-0.986467828,9.90E-12
174,-0.071901022,0.409264094,-0.58204101,0.461692381,0.101446664,0.130230468,0.600011413,0.399274482,-1.74E-12
175,0.676021857,0.517220668,0.307649788,-0.454071628,-0.776367114,-0.360678761,0.110909702,0.576777829,2.41E-11
176,0.064787925,0.962195557,-0.505718716,0.694236537,0.161783165,-0.080681441,0.296896048,-0.675070577,1.70E-12
177,0.846057885,0.911024263,-0.329099575,0.287304715,0.552509282,0.696705153,0.604787301,-0.579241676,2.85E-11
178,0.211602655,0.855699287,-0.266347474,-0.107026833,0.090088389,0.291335557,0.794210879,-0.780601526,4.75E-12
179,0.218074262,-0.799414511,-0.337827733,-0.570962138,0.219445152,-0.917907256,0.433626058,0.926023071,-7.31E-12
180,0.118700573,-0.108867931,-0.879523979,-0.732811984,0.920759258,-0.121984708,-0.370969824,-0.145886659,-7.44E-13
181,-0.045048434,-0.979650474,-0.630962956,-0.52722245,-0.323867925,0.119917603,-0.231136949,0.351161942,5.39E-12
182,-0.70643669,-0.969693069,-0.888591483,-0.934422498,-0.991705246,0.531941628,-0.637260679,-0.601843822,1.97E-11
183,0.578574822,0.370810591,0.594052536,0.591445975,-0.750987595,0.910312234,-0.993980909,0.077228355,3.66E-12
184,-0.282096677,0.537425493,-0.35910571,0.183255196,0.51179461,-0.645573974,-0.340283285,0.998571552,-2.95E-12
185,-0.668360068,0.978638575,0.855798137,-0.370173457,0.411765928,-0.406858665,0.862126784,-0.024998469,-1.47E-11
186,0.004532383,0.079642399,-0.582357129,0.759364031,0.040471619,-0.332077874,0.88343395,0.46071498,1.14E-14
187,-0.37788823,-0.311693227,-0.791656914,-0.753253975,0.15366288,0.670901166,0.535427778,0.025787064,1.49E-11
188,0.414570074,-0.88536548,0.638668532,-0.38933976,0.80356658,-0.916162447,-0.818241341,-0.650439651,-6.06E-12
189,0.209713785,0.720154382,0.371429162,-0.749487356,0.88107915,-0.940190751,0.56893972,-0.744225839,1.60E-12
190,-0.358015864,-0.452697586,0.072622508,-0.785268068,0.503091033,-0.489467756,-0.105049162,0.06305202,6.18E-12
191,-0.524540613,-0.856707216,-0.10535374,0.446547185,-0.657020815,-0.580658696,0.438394716,-0.606636002,2.14E-11
192,0.596910287,0.550534819,0.821988785,0.843265691,0.105801253,0.252948953,-0.226644923,-0.040004934,3.85E-10
193,-0.141546302,-0.434988237,0.497780928,-0.650926596,0.443046462,0.099488628,0.390855358,-0.734716403,1.52E-12
194,-0.373586981,0.472608217,-0.496928473,0.863966332,0.725939085,0.648380672,-0.4410826,-0.934646896,-5.61E-12
195,-0.411161363,-0.954888646,0.085798114,0.125521419,0.659983579,0.861987969,-0.152871627,0.493101068,5.70E-11
196,0.948365364,0.306722203,-0.109946915,-0.673139029,-0.981062045,-0.334330677,0.955095466,0.57379623,2.20E-11
197,-0.405607408,-0.389590993,0.281928379,0.066906854,-0.036938853,-0.003183047,0.345554217,-0.029455789,5.61E-11
198,-0.940579174,0.865967395,0.468966441,0.893530694,0.299671303,0.594698292,0.238595349,0.429129714,-1.79E-10
199,0.846990406,0.198885813,-0.081383023,-0.867245376,-0.669494946,0.630769824,0.039619206,0.733930851,4.03E-12
200,0.776363991,-0.856121264,-0.195551065,-0.964877785,-0.128386826,-0.289115716,-0.617565204,-0.270177727,-6.01E-11
201,-0.468617074,0.02402427,-0.164919591,-0.361420199,0.675534244,-0.56352579,-0.251187622,-0.036338689,-4.64E-13
202,0.499624423,-0.162446691,-0.703024296,-0.649658134,0.462165767,-0.124968696,-0.616525187,0.310665003,-4.49E-12
203,-0.096751643,-0.235061712,-0.692158833,0.331402273,-0.335078961,-0.314089145,-0.625894393,-0.020585765,1.07E-12
204,0.475690836,-0.819637785,0.895367609,-0.972928954,-0.813486507,0.624029298,0.013485313,-0.783046505,-4.20E-12
205,-0.27934554,-0.022491086,0.442397315,-0.599533616,0.075656324,-0.322044633,-0.856731283,-0.334868095,2.77E-13
206,0.091701775,-0.633388719,-0.205504687,0.037300321,-0.496359929,-0.506583785,0.795674703,0.807288274,-6.55E-11
207,-0.073955257,-0.238135705,-0.706656238,-0.870698848,0.025821753,0.323757028,-0.024315894,-0.017525225,1.02E-11
208,0.674367882,0.651162634,-0.610245029,0.554995134,0.924156171,-0.19655387,0.304513819,-0.981481441,6.87E-12
209,0.631737778,-0.39468568,0.165733248,0.098089409,-0.798541947,0.862168223,0.193986727,0.913971722,-5.07E-12
210,-0.871069741,-0.170638192,-0.905019826,-0.770881853,-0.113928044,-0.966692827,0.556963847,-0.348950837,6.33E-12
211,0.169014334,-0.949735049,-0.558712331,0.864285982,-0.777138167,0.342473585,0.939401031,-0.551728495,-1.95E-12
212,0.989902412,-0.55002952,0.738164688,0.316686014,-0.289038023,0.438300708,-0.481651252,-0.814625297,-4.44E-11
213,-0.67513268,0.772813486,-0.116004892,-0.539859318,0.850865255,0.511050295,0.625686536,-0.518226146,-2.17E-11
214,0.463819547,0.665828861,0.251654159,0.503714588,0.881388882,0.595859581,-0.389273694,0.977099291,1.02E-11
215,-0.026035314,0.010553006,0.644155003,0.124463275,-0.594942937,-0.741632298,-0.160989207,0.434865507,-2.84E-14
216,-0.092980979,-0.145286744,0.341489753,-0.466410465,0.363903505,-0.836638211,-0.76935588,0.865574832,1.89E-13
217,-0.235200404,-0.164991841,0.971987048,-0.771136007,-0.623343304,-0.783827583,-0.160763662,0.281555994,7.94E-13
218,0.109660143,0.431369664,-0.645385273,-0.045651602,-0.463253924,0.250332654,-0.876974776,0.991704771,7.24E-13
219,0.552333964,-0.840726217,0.522100611,0.85757148,-0.375774116,-0.377574517,-0.244697314,0.38198269,-6.13E-11
220,-0.811412144,0.066805433,-0.919853746,-0.559238235,-0.898750012,0.526814583,0.399280546,-0.640512866,-1.12E-12
221,-0.918203029,0.020216914,0.901838386,-0.75498412,0.718744729,0.21308509,-0.498757947,-0.995922049,-3.81E-13
222,0.995668956,0.194835831,-0.650394802,0.853783223,-0.046474552,0.799790826,0.358063078,-0.207549772,3.92E-12
223,-0.000555147,-0.214923697,0.383618789,0.022756906,-0.282618676,-0.15132349,-0.931094628,-0.220638704,1.22E-14
224,-0.98544214,0.428494163,0.143451254,0.705361005,0.415040085,0.499628263,-0.6013273,-0.362540785,-7.42E-11
225,-0.292985309,0.407719952,0.360798799,0.489832071,0.389016746,-0.765411228,0.203092178,-0.375953952,-4.73E-12
